ID,Ingreso,Compras_Mensuales,Gasto_Por_Compra,Productos_Por_Compra,Beneficios,,,,
1000549,81425.61,7,3188.41,52,20%,,,,
1000550,78436.56,11,3000.19,41,20%,,,,
1000551,75278.27,8,3298.42,55,20%,,,,
1000552,76345.28,8,3987.26,46,20%,,,,
1000553,76631.44,7,2386.19,39,0%,,,,
1000554,71702.21,7,3089.41,72,20%,,,,
1000555,75562.15,12,3620.08,59,20%,,,,
1000556,78620.63,8,3510.42,52,20%,,,,
1000557,71351.29,5,3740.11,54,20%,,,,
1000558,69876.66,5,3213.49,72,20%,,,,
1000559,69250.85,9,3388.53,56,20%,,,,
1000560,73672.37,7,3024.73,52,20%,,,,
1000561,74750.3,4,3871.67,55,20%,,,,
1000562,79656.14,7,2917.86,46,20%,,,,
1000563,83237.42,10,3739.17,73,20%,,,,
1000564,76137.66,8,3755.44,62,20%,,,,
1000565,75216.71,4,2140.87,55,0%,,,,
1000566,82375.25,10,2847.7,50,20%,,,,
1000567,74369.78,4,2515.44,50,0%,,,,
1000568,71308.77,9,2747.07,71,20%,,,,
1000569,77758.45,9,3261.17,74,20%,,,,
1000569,77758.45,9,3261.17,72,20%,,,,
1000570,79032.91,6,3857.61,59,20%,,,,
1000571,78416.49,7,2911.1,94,20%,,,,
1000572,81094.29,6,3278.39,55,20%,,,,
1000573,76523.62,9,3243.92,60,20%,,,,
1000574,74134.48,3,2984.87,45,20%,,,,
1000575,67295.75,6,2651.53,48,0%,,,,
1000576,74716.69,7,3142.62,91,20%,,,,
1000577,75146.71,6,3084.16,55,20%,,,,
1000578,78298.28,9,3627.31,53,20%,,,,
1000579,76218.65,4,4089.8,65,20%,,,,
1000580,73348.63,8,3117.07,69,20%,,,,
1000581,72548.14,10,2400.6,51,0%,,,,
1000582,74085,6,3189.15,85,20%,,,,
1000583,72077.63,2,2575.49,71,0%,,,,
1000584,75576.29,8,3277.66,63,20%,,,,
1000585,72764.49,8,3367.46,32,20%,,,,
1000586,72531.81,9,2294.24,67,0%,,,,
1000587,78805.83,11,3827.45,59,20%,,,,
1000588,74172.08,5,2805.07,74,20%,,,,
1000589,73547.99,10,2647.93,75,0%,,,,
1000590,71618.51,10,2477.77,53,0%,,,,
1000591,81944.99,8,3447.11,65,20%,,,,
1000592,77480.72,10,4255.49,45,20%,,,,
1000593,80096.3,6,2009.23,69,0%,,,,
1000594,67214.24,9,4040.31,67,20%,,,,
1000595,70647.2,9,3477.18,47,20%,,,,
1000596,76711.88,2,2987.41,90,20%,,,,
1000597,71134.29,12,2542.61,51,0%,,,,
1000598,79765.43,11,3998.51,56,20%,,,,
1000599,83686.67,7,3604.39,54,20%,,,,
1000600,72043.69,9,2604.72,65,0%,,,,
1000601,80438.94,5,2823.55,46,20%,,,,
1000602,72062.87,5,2787.99,35,20%,,,,
1000603,78178.79,0,2251.65,53,0%,,,,
1000604,79453.95,10,3039,34,20%,,,,
1000605,79812.67,7,3202.45,78,20%,,,,
1000606,72517.4,4,2673.84,69,0%,,,,
1000607,75512.06,9,3272.83,61,20%,,,,
1000608,72070.51,13,2958.31,67,20%,,,,
1000609,75459.17,5,3273.01,51,20%,,,,
1000610,80628.3,4,2836.09,57,20%,,,,
1000611,70885.33,7,3788.76,51,20%,,,,
1000612,73989.14,7,3255.73,64,20%,,,,
1000613,79950.99,4,3518.68,66,20%,,,,
1000614,74776.28,9,3836.83,63,20%,,,,
1000615,72852.79,12,3465.14,69,20%,,,,
1000616,77225.11,15,3022.78,53,20%,,,,
1000617,77324.6,7,3377.91,53,20%,,,,
1000618,75024.57,6,3603.55,68,20%,,,,
1000619,75990.86,6,1809.88,50,0%,,,,
1000620,77518.01,5,2793.98,42,20%,,,,
1000621,75348.87,4,3267.91,64,20%,,,,
1000622,71905.44,6,3099.34,68,20%,,,,
1000623,77871.9,10,3227.89,75,20%,,,,
1000624,82601.35,7,3362.37,91,20%,,,,
1000625,68293.31,8,3464.01,42,20%,,,,
1000626,72614.68,8,3123.66,85,20%,,,,
1000627,71482.67,11,2642.92,64,0%,,,,
1000628,78505.44,11,2697.49,32,20%,,,,
1000629,79575.93,6,3517.68,56,20%,,,,
1000630,77240.9,6,2965.97,29,20%,,,,
1000631,72644.39,9,4176.52,67,20%,,,,
1000632,69441.61,10,3120.05,62,20%,,,,
1000633,76201.3,,2894.25,41,20%,,,,
1000634,74895.59,3,3114.54,52,20%,,,,
1000635,74128.6,2,2996.72,76,20%,,,,
1000636,71922.61,13,3620.48,55,20%,,,,
1000637,72054.89,8,3031.1,64,20%,,,,
1000638,75684.86,8,3702.73,71,20%,,,,
1000639,75223.87,8,2639.17,63,0%,,,,
1000640,70539.84,10,3959.16,51,20%,,,,
1000641,82143.9,11,2867.91,58,20%,,,,
1000642,76236.04,9,3813.81,51,20%,,,,
1000643,78739.05,13,2465.34,42,0%,,,,
1000644,78185.75,6,3060.26,57,20%,,,,
1000645,71917.12,9,3000.35,66,20%,,,,
1000646,73066.65,6,3909.43,56,20%,,,,
1000647,73442.23,8,2174.88,48,0%,,,,
1000648,74601.17,7,3490.27,71,20%,,,,
1000649,74721.28,7,2493.09,77,0%,,,,
1000650,80699.29,6,3479.44,67,20%,,,,
1000651,71346.56,6,3172.35,65,20%,,,,
1000652,76707.02,5,2416.25,72,0%,,,,
1000653,80056.54,10,2898.93,50,20%,,,,
1000654,76946.62,4,3186.57,61,20%,,,,
1000655,71293.56,4,2627.73,52,0%,,,,
1000656,77329.65,9,2808.9,80,20%,,,,
1000657,75556.54,6,3873.9,61,20%,,,,
1000658,73334.03,9,3432.49,45,20%,,,,
1000659,78539.49,9,2297.28,64,0%,,,,
1000660,71622.86,4,2442.37,81,0%,,,,
1000661,75524.75,8,2630.89,69,0%,,,,
1000662,77360.8,8,4118.97,51,20%,,,,
1000663,79794.44,9,3269.7,40,20%,,,,
1000664,74843.32,6,2531.22,34,0%,,,,
1000665,71496.91,3,3081.27,59,20%,,,,
1000666,75438.14,9,3514.67,75,20%,,,,
1000667,79133.12,10,3294.11,43,20%,,,,
1000668,68355.07,3,3576,61,20%,,,,
1000669,76992.53,9,3339.45,80,20%,,,,
1000670,71940,3,3342.51,76,20%,,,,
1000671,76906.14,13,3013.85,37,20%,,,,
1000672,78636.71,9,3207.07,33,20%,,,,
1000673,74005.82,5,2761.27,68,20%,,,,
1000674,80582.7,13,3241.04,46,20%,,,,
1000675,74823.26,10,2394.78,56,0%,,,,
1000676,73241.18,2,3078.24,65,20%,,,,
1000677,77345.58,6,3716.97,52,20%,,,,
1000678,78381.96,14,3987.11,77,20%,,,,
1000679,78149.12,10,3024.51,64,20%,,,,
1000680,74331.29,7,3327.22,59,20%,,,,
1000681,77338.56,3,2724.93,51,20%,,,,
1000682,74800.31,10,3643.67,46,20%,,,,
1000682,74800.31,10,3643.67,75,20%,,,,
1000683,73299.95,4,3580.95,74,20%,,,,
1000684,75290.83,12,3105.81,58,20%,,,,
1000685,79727.21,8,2308.92,67,0%,,,,
1000686,74144.06,11,3724.39,65,20%,,,,
1000687,73628.42,7,3321.53,40,20%,,,,
1000688,74116.45,8,3122.94,94,20%,,,,
1000689,71990.86,9,2357.91,39,0%,,,,
1000690,85047.63,5,2228.84,75,0%,,,,
1000691,74756.41,9,2922.3,72,20%,,,,
1000692,75459.43,6,2232.67,63,0%,,,,
1000693,72233.69,7,2975.08,63,20%,,,,
1000694,74672.03,8,2565.61,58,0%,,,,
1000695,77484.13,9,3054.85,61,20%,,,,
1000696,76467.4,7,4070.47,28,20%,,,,
1000697,76061.75,7,2798.41,57,20%,,,,
1000698,76084.67,6,2814.37,61,20%,,,,
1000699,74620.5,7,3814.5,51,20%,,,,
1000700,80317.92,4,2792.7,42,20%,,,,
1000701,78750.12,11,3211.66,76,20%,,,,
1000702,72715.98,8,2917.52,51,20%,,,,
1000703,80584.21,2,4001.94,67,20%,,,,
1000704,70923.99,11,2995.86,52,20%,,,,
1000705,69799.35,9,2181.67,48,0%,,,,
1000706,70838.32,4,2762.5,80,20%,,,,
1000707,72295.62,12,2336.45,43,0%,,,,
1000708,74492.61,8,2853.86,66,20%,,,,
1000709,67801.54,7,3438.75,62,20%,,,,
1000710,75734.39,8,3458.34,59,20%,,,,
1000711,78110.41,10,3358.64,58,20%,,,,
1000712,70136.72,15,2808.04,54,20%,,,,
1000713,74191.79,6,3531.97,56,20%,,,,
1000714,71834.04,5,3293.44,45,20%,,,,
1000715,74614.86,10,2564.21,61,0%,,,,
1000716,79836.05,6,3205.64,52,20%,,,,
1000717,75932.96,10,3949.53,63,20%,,,,
1000718,73241.27,7,3911.11,51,20%,,,,
1000719,77355.01,6,4334.36,42,20%,,,,
1000720,69914.63,10,2961.84,68,20%,,,,
1000721,78502.9,13,3316.49,55,20%,,,,
1000722,77733.39,7,3448.09,59,20%,,,,
1000723,68956.58,7,3005.85,71,20%,,,,
1000724,76796.48,10,2232.81,54,0%,,,,
1000725,72051.37,9,3954.03,62,20%,,,,
1000726,75928.97,7,3640.5,51,20%,,,,
1000727,76550.65,6,3121.64,45,20%,,,,
1000728,75432.38,6,3687.87,54,20%,,,,
1000729,76882.37,7,3108.24,48,20%,,,,
1000730,75391.44,12,3733.04,55,20%,,,,
1000731,77111.97,11,3072.85,70,20%,,,,
1000732,63548.54,6,3362.42,48,20%,,,,
1000733,81422.75,8,4004.44,65,20%,,,,
1000734,80383.02,10,2746.81,55,20%,,,,
1000735,80808.69,10,3810.93,73,20%,,,,
1000736,78723.28,5,3156.87,64,20%,,,,
1000737,70648.03,3,3251.09,66,20%,,,,
1000738,74700.66,11,2549.87,57,0%,,,,
1000739,73733.64,10,3419.7,70,20%,,,,
1000740,79857.56,13,3084.6,75,20%,,,,
1000741,82621.71,8,2954.32,48,20%,,,,
1000742,76864.63,0,3570.28,57,20%,,,,
1000743,75964.23,6,3414.23,38,20%,,,,
1000744,77469.28,10,4029.12,73,20%,,,,
1000745,76790.73,7,3348.6,53,20%,,,,
1000746,78726.71,7,2738.82,66,20%,,,,
1000747,80269.92,9,2894.37,88,20%,,,,
1000748,79132.68,7,3762.8,43,20%,,,,
1000749,78718.59,5,3078.63,56,20%,,,,
1000750,77829.74,8,1806.67,71,0%,,,,
1000751,75187.27,8,3624.48,55,20%,,,,
1000752,74996.98,7,3645.01,68,20%,,,,
1000753,78131.26,9,3621.4,58,20%,,,,
1000754,74306.22,8,3547.07,49,20%,,,,
1000755,78029.43,8,3411.29,51,20%,,,,
1000756,72639.44,7,2736.97,57,20%,,,,
1000757,73725.41,7,3871.12,63,20%,,,,
1000758,73376.86,8,3561.77,55,20%,,,,
1000759,74915.13,9,2608.58,69,0%,,,,
1000760,74374.81,8,3867.36,76,20%,,,,
1000761,73078.89,6,2812.73,70,20%,,,,
1000762,73977.6,7,2425.93,85,0%,,,,
1000763,87652.7,3,2286.53,69,0%,,,,
1000764,73420.39,7,2479.76,60,0%,,,,
1000765,77608.24,7,2345.99,70,0%,,,,
1000766,68731.67,8,3726.92,75,20%,,,,
1000767,68661.86,7,2688.65,85,0%,,,,
1000768,77661.28,11,3802.27,59,20%,,,,
1000769,76060.16,8,3111.11,37,20%,,,,
1000770,76966.62,7,3345.29,58,20%,,,,
1000771,75975.62,7,2985.96,51,20%,,,,
1000772,70787.69,5,2949,59,20%,,,,
1000773,82439.01,6,3243.53,63,20%,,,,
1000774,70286.52,3,3681.51,70,20%,,,,
1000775,77996.13,10,3633.33,77,20%,,,,
1000776,68747.34,5,3106.32,71,20%,,,,
1000777,73402.56,9,3382.71,74,20%,,,,
1000778,72798.18,5,2913.29,67,20%,,,,
1000779,75504.59,9,2941.27,56,20%,,,,
1000780,74578.3,4,3252.96,79,20%,,,,
1000781,70027.31,8,2993.37,59,20%,,,,
1000782,78148.94,8,2611.54,82,0%,,,,
1000783,68034.56,4,2907.5,64,20%,,,,
1000784,75687.85,9,2559.17,62,0%,,,,
1000785,73435.82,10,3222.76,45,20%,,,,
1000786,82579.66,16,3216.15,43,20%,,,,
1000787,79959.86,10,2808.22,71,20%,,,,
1000788,72069.18,11,3174.66,64,20%,,,,
1000789,75220.56,13,3098.53,72,20%,,,,
1000790,74359.22,9,2851.29,69,20%,,,,
1000791,70390.33,9,3804.51,44,20%,,,,
1000792,75025.9,10,3733.81,73,20%,,,,
1000793,76816.98,5,2974.16,64,20%,,,,
1000794,75852.26,9,2551.74,52,0%,,,,
1000795,71610.54,8,2364.97,61,0%,,,,
1000796,69389.35,12,2409.01,68,0%,,,,
1000797,73699.55,8,2958.18,61,20%,,,,
1000798,80774.92,6,3070.32,59,20%,,,,
1000799,72410.23,8,3391.53,55,20%,,,,
1000800,78499.21,8,3584.1,30,20%,,,,
1000801,77308,0,3289.38,72,20%,,,,
1000802,76390.84,5,4026.62,50,20%,,,,
1000803,70918.65,10,3209.05,36,20%,,,,
1000804,71455.5,4,2910.8,54,20%,,,,
1000805,76535.79,9,3474.14,52,20%,,,,
1000806,69243.39,10,3012.25,73,20%,,,,
1000807,71738.52,1,2548.65,64,0%,,,,
1000808,81433.09,5,4076.74,66,20%,,,,
1000809,79995.85,9,3863.23,45,20%,,,,
1000810,78190.02,8,3878.79,71,20%,,,,
1000811,73573.59,9,3452.41,70,20%,,,,
1000812,67146.7,4,3803.39,73,20%,,,,
1000813,80533.91,7,3316.49,40,20%,,,,
1000814,69949.74,8,3118.13,51,20%,,,,
1000815,69278.57,4,4159.06,61,20%,,,,
1000816,73775.55,8,3390.71,56,20%,,,,
1000817,78037.45,8,3505.49,45,20%,,,,
1000818,68796.76,5,3835.2,62,20%,,,,
1000819,68186.91,8,3253.69,53,20%,,,,
1000820,80447.58,4,2658.93,69,0%,,,,
1000821,71273,11,3143.34,51,20%,,,,
1000822,77439.42,5,3758.64,61,20%,,,,
1000823,75669.02,6,3184.49,71,20%,,,,
1000824,73717.28,7,4166.9,63,20%,,,,
1000825,73970.92,10,2257.8,57,0%,,,,
1000826,76613.08,7,2583.87,81,0%,,,,
1000827,78581.55,6,4012.36,72,20%,,,,
1000828,75083.27,12,3502.35,57,20%,,,,
1000829,68705.92,3,3497.23,58,20%,,,,
1000830,77327.01,7,3886.09,44,20%,,,,
1000831,75135.95,4,3649.99,68,20%,,,,
1000832,74612.75,11,3217.16,77,20%,,,,
1000833,75845.59,5,3947.85,77,20%,,,,
1000834,79682.33,4,3807.63,59,20%,,,,
1000835,78569.67,6,3403.24,62,20%,,,,
1000836,75224.37,1,3557.47,68,20%,,,,
1000837,78623.36,7,3157.11,66,20%,,,,
1000838,79329.06,13,2892.62,58,20%,,,,
1000839,71493.98,10,2929.86,50,20%,,,,
1000840,70220.26,9,3257.59,56,20%,,,,
1000841,75124.65,4,2907.58,39,20%,,,,
1000842,83627.52,8,3667.56,71,20%,,,,
1000843,83842.1,9,2710.23,46,20%,,,,
1000844,73847.47,6,2735.38,52,20%,,,,
1000845,73802.47,9,4064.54,52,20%,,,,
1000846,75075.67,6,3411.64,60,20%,,,,
1000847,82519.14,2,3324.37,35,20%,,,,
1000848,71054.51,12,3543.43,43,20%,,,,
1000849,84898.93,7,2375.06,64,0%,,,,
1000850,83470.84,2,2684.36,57,0%,,,,
1000851,72133.28,11,2544.27,65,0%,,,,
1000852,74719.82,10,3663.73,50,20%,,,,
1000853,72233.49,5,3285.19,39,20%,,,,
1000854,70486.96,4,2560.38,73,0%,,,,
1000855,74475.82,4,3629.74,60,20%,,,,
1000856,66691.52,12,3074.52,77,20%,,,,
1000857,72239.33,3,4006.42,58,20%,,,,
1000858,73964.47,6,2228.97,49,0%,,,,
1000859,72085.21,7,3033.12,58,20%,,,,
1000860,77133.6,9,3815.15,73,20%,,,,
1000861,70776.3,4,3432.45,35,20%,,,,
1000862,72745.41,10,3805.31,88,20%,,,,
1000863,74478.95,8,3556.84,82,20%,,,,
1000864,75657.95,6,3674.2,67,20%,,,,
1000865,73917.03,8,4045.58,83,20%,,,,
1000866,77855.19,2,2817.54,54,20%,,,,
1000867,74121.13,2,2219.07,74,0%,,,,
1000868,75468.36,5,3829.57,56,20%,,,,
1000869,66665.03,10,2617.32,76,0%,,,,
1000870,72373.53,4,3097.95,59,20%,,,,
1000871,71664.18,7,2828.93,76,20%,,,,
1000872,77056.68,8,2917.19,76,20%,,,,
1000873,74310.06,9,3116.7,52,20%,,,,
1000874,69781.75,2,2971.24,62,20%,,,,
1000875,69367.61,4,2788.43,67,20%,,,,
1000876,77318.83,9,3775.05,37,20%,,,,
1000877,69879.99,7,3705.54,38,20%,,,,
1000878,71809.24,11,3025.69,36,20%,,,,
1000879,74050.57,6,3316.04,63,20%,,,,
1000880,70033.86,1,3438.61,74,20%,,,,
1000881,73071.9,6,2972.11,36,20%,,,,
1000882,78867.05,5,3514.68,52,20%,,,,
1000883,75115.73,9,2508.05,55,0%,,,,
1000884,80379.95,11,3325.76,72,20%,,,,
1000885,72036.16,4,3393.43,47,20%,,,,
1000886,69258.58,10,3552.54,74,20%,,,,
1000887,74359.94,5,3716.43,70,20%,,,,
1000888,81910.75,6,3420.57,65,20%,,,,
1000889,71446.35,6,3687.18,70,20%,,,,
1000890,71320.27,11,2845.72,66,20%,,,,
1000891,72113.61,11,3826.54,58,20%,,,,
1000892,71249.9,12,3127.68,52,20%,,,,
1000893,73546.65,4,3335.9,54,20%,,,,
1000894,77117.08,9,3415.27,39,20%,,,,
1000895,79887.39,8,2701.84,60,20%,,,,
1000896,80409.41,4,2876.8,58,20%,,,,
1000897,70078.15,10,2865.94,53,20%,,,,
1000898,80529.42,4,3084.29,60,20%,,,,
1000899,70506.71,5,3196.97,48,20%,,,,
1000900,73785.5,12,3745.93,64,20%,,,,
1000901,77446.85,9,3707.52,55,20%,,,,
1000902,76145.28,9,3398.3,49,20%,,,,
1000903,78112.01,4,3449.82,80,20%,,,,
1000904,75285.26,13,3091.45,64,20%,,,,
1000905,76486.38,7,2551.83,50,0%,,,,
1000906,79148.48,8,4013.2,74,20%,,,,
1000907,68386.05,11,2499.21,61,0%,,,,
1000908,79235.33,8,3137.12,69,20%,,,,
1000909,77065.4,6,2661.84,66,0%,,,,
1000910,79936.99,9,2610.87,80,0%,,,,
1000911,71559.83,8,3237.74,70,20%,,,,
1000912,77909.04,4,3449.52,51,20%,,,,
1000913,73186.61,9,2896.14,57,20%,,,,
1000914,70488.56,9,3015.01,48,20%,,,,
1000915,76655.08,10,3810.78,72,20%,,,,
1000916,74725.83,9,3458.72,65,20%,,,,
1000917,79906.54,2,4405.5,75,20%,,,,
1000918,69660.01,4,2402.29,34,0%,,,,
1000919,77855.61,7,2661.98,66,0%,,,,
1000920,77030.5,10,3548.53,64,20%,,,,
1000921,77357.18,4,3306.31,65,20%,,,,
1000922,74904.77,7,3237.71,53,20%,,,,
1000923,82360.59,4,2493.2,60,0%,,,,
1000924,70218.35,3,2908.09,50,20%,,,,
1000925,72928.13,7,3055.7,83,20%,,,,
1000926,76173.86,7,3864.97,52,20%,,,,
1000927,74545.24,6,3267.05,79,20%,,,,
1000928,77078.13,6,3337.65,83,20%,,,,
1000929,72235.81,9,3994.55,54,20%,,,,
1000930,74868.63,8,3240.34,54,20%,,,,
1000931,73628.9,5,3124.82,72,20%,,,,
1000932,76952.71,12,2871.21,70,20%,,,,
1000933,74916.66,4,3989.41,65,20%,,,,
1000934,73080.24,13,2523.14,51,0%,,,,
1000935,72876.37,9,3148.29,58,20%,,,,
1000936,82621.63,1,2482.28,82,0%,,,,
1000937,73744.74,8,2942.88,66,20%,,,,
1000938,71466.7,12,2274.4,58,0%,,,,
1000939,77680.84,9,3427.38,60,20%,,,,
1000940,73400.94,11,3213.91,59,20%,,,,
1000941,81373.34,10,3393.04,58,20%,,,,
1000942,74561.91,11,3068.53,63,20%,,,,
1000943,75329.72,4,3799.05,51,20%,,,,
1000944,77365.99,7,3164.32,67,20%,,,,
1000945,71953.9,5,2757.95,57,20%,,,,
1000946,72774.87,12,3287.9,48,20%,,,,
1000947,74533.6,3,3887.38,45,20%,,,,
1000948,78225.08,4,3513.28,55,20%,,,,
1000949,75570.36,2,3067.25,68,20%,,,,
1000950,75097.18,14,3315.17,56,20%,,,,
1000951,76026.15,7,2028.23,55,0%,,,,
1000952,77917.88,13,3551.12,50,20%,,,,
1000953,71500.14,1,2753.72,63,20%,,,,
1000954,70243.46,13,3013.74,62,20%,,,,
1000955,78556.8,8,2574.53,52,0%,,,,
1000956,79867.03,11,2968.92,67,20%,,,,
1000957,72547.06,12,3884.24,50,20%,,,,
1000958,75611.24,4,2889.44,80,20%,,,,
1000959,73025.44,4,3230.3,48,20%,,,,
1000960,78974.34,6,2860.17,45,20%,,,,
1000961,78224.1,8,3248.11,71,20%,,,,
1000962,69965.19,7,2864.77,69,20%,,,,
1000963,68012.47,5,2816.43,51,20%,,,,
1000964,69904.31,3,2743.57,49,20%,,,,
1000965,73927.78,13,2602.41,68,0%,,,,
1000966,71601.07,7,3551.3,84,20%,,,,
1000967,73995.02,4,3697.71,70,20%,,,,
1000968,73180.37,9,3755.68,55,20%,,,,
1000969,69090.11,11,3201.75,45,20%,,,,
1000970,81166.5,9,3535.7,51,20%,,,,
1000971,68326.19,8,3405.43,71,20%,,,,
1000972,78921.51,7,2838.45,56,20%,,,,
1000973,74375.3,12,3046.36,70,20%,,,,
1000974,73786.49,10,3029.95,61,20%,,,,
1000975,75074.53,5,2286.33,83,0%,,,,
1000976,70659.67,5,3828.89,44,20%,,,,
1000977,74481.73,5,3000.33,51,20%,,,,
1000978,77214.15,9,3384.7,40,20%,,,,
1000979,80281.14,10,3007.48,77,20%,,,,
1000980,77944.4,6,2910.27,31,20%,,,,
1000981,77654.28,6,3798.95,61,20%,,,,
1000982,82697.19,10,4300.82,55,20%,,,,
1000983,78572.12,6,3519.75,73,20%,,,,
1000984,75924.76,9,3743.99,63,20%,,,,
1000985,77122.93,5,3049.34,70,20%,,,,
1000986,75707.91,9,3387.77,87,20%,,,,
1000987,71167.93,5,3970.03,47,20%,,,,
1000988,78186.58,9,4085.83,58,20%,,,,
1000989,73229.49,11,3345.52,53,20%,,,,
1000990,73387.16,6,2768.68,50,20%,,,,
1000991,78435.4,7,3454.03,58,20%,,,,
1000992,74439.35,11,2443.87,57,0%,,,,
1000993,77952.19,8,3142.58,44,20%,,,,
1000994,75059.82,9,4210.42,66,20%,,,,
1000995,73613.48,8,2894.6,66,20%,,,,
1000996,79708.67,13,2978.4,67,20%,,,,
1000997,79928.79,8,3946.94,49,20%,,,,
1000998,71196.92,11,3713.66,60,20%,,,,
1000999,70908.92,11,2568.54,65,0%,,,,
1001000,72501.51,5,2971.3,53,20%,,,,
1001001,76778.2,4,3665.6,49,20%,,,,
1001002,74026.01,5,3152.5,71,20%,,,,
1001003,68518.05,8,3809.86,63,20%,,,,
1001004,74067.58,9,3656.54,66,20%,,,,
1001005,78293.16,6,2409.21,57,0%,,,,
1001006,74786.69,9,2878.26,54,20%,,,,
1001007,80149.7,12,3444.64,48,20%,,,,
1001008,72461.99,8,3533.41,49,20%,,,,
1001009,72777.63,9,3846.26,56,20%,,,,
1001010,79665.38,3,4287.28,68,20%,,,,
1001011,71035.59,7,3266.32,59,20%,,,,
1001012,78105.81,5,2335.93,63,0%,,,,
1001013,70223.09,7,2175.28,73,0%,,,,
1001014,71285.93,5,3157.77,81,20%,,,,
1001015,76152.03,3,3102.81,51,20%,,,,
1001016,73903.34,4,3535.32,71,20%,,,,
1001017,76675.09,10,2375.45,54,0%,,,,
1001018,78032.93,3,3939.17,52,20%,,,,
1001019,80103.34,10,2767.2,49,20%,,,,
1001020,77159.56,6,3439.7,57,20%,,,,
1001021,76179.37,13,3441.99,64,20%,,,,
1001022,75544.32,7,3352.35,53,20%,,,,
1001023,77152.94,3,3696.85,54,20%,,,,
1001024,77877.53,1,3493.97,67,20%,,,,
1001025,70741.36,9,3562.29,48,20%,,,,
1001026,79915.09,10,3727.38,53,20%,,,,
1001027,72194.14,5,2767.63,53,20%,,,,
1001028,76077.88,6,3101.5,76,20%,,,,
1001029,72992.5,9,2685.98,73,0%,,,,
1001030,78964.88,10,3041.89,74,20%,,,,
1001031,78425.14,5,3413.89,71,20%,,,,
1001032,77303.51,4,3135.21,51,20%,,,,
1001033,63173.66,2,3390.1,58,20%,,,,
1001034,74238.32,7,3310.83,56,20%,,,,
1001035,71819.07,3,3192.82,53,20%,,,,
1001036,77845.49,12,3817.67,62,20%,,,,
1001037,75812.2,7,2860.44,65,20%,,,,
1001038,76794.88,8,3290.46,58,20%,,,,
1001039,72809.76,8,3701.04,55,20%,,,,
1001040,75181.56,1,3082.35,47,20%,,,,
1001041,75614.16,4,2665.82,50,0%,,,,
1001042,73173.74,9,3297.52,56,20%,,,,
1001043,72543.74,3,3353.35,64,20%,,,,
1001044,73664.38,5,3356.53,61,20%,,,,
1001045,78652.89,5,3483.26,29,20%,,,,
1001046,71667.5,2,3016.21,50,20%,,,,
1001047,75118.83,4,3452.52,51,20%,,,,
1001048,73415.2,8,2931.11,75,20%,,,,
1001049,74234.37,12,3391.91,42,20%,,,,
1001050,70207.59,13,2856.89,66,20%,,,,
1001051,73274.21,7,3353.02,63,20%,,,,
1001052,74844.7,7,4511.32,72,20%,,,,
1001053,68380.6,8,3203.21,47,20%,,,,
1001054,72900.19,7,3116.87,61,20%,,,,
1001055,76369.33,4,3420.3,61,20%,,,,
1001056,74669.8,6,3335.01,70,20%,,,,
1001057,65452.82,9,2615.34,73,0%,,,,
1001058,77037.23,4,3356.83,37,20%,,,,
1001059,75693.59,14,3369.15,48,20%,,,,
1001060,71022.27,3,4120.87,57,20%,,,,
1001061,77107.86,5,2890.45,31,20%,,,,
1001062,71759.98,7,2968.44,62,20%,,,,
1001063,73895.92,9,2353.69,48,0%,,,,
1001064,74077.69,6,3325.98,64,20%,,,,
1001065,77685.43,10,3460.34,59,20%,,,,
1001066,69235.03,9,3404.78,78,20%,,,,
1001067,75122.31,4,3631.27,69,20%,,,,
1001068,72681.78,11,3671.3,78,20%,,,,
1001069,72202.26,4,3347.92,55,20%,,,,
1001070,74984.56,7,3485.08,67,20%,,,,
1001071,70755.41,14,3500.61,58,20%,,,,
1001072,74312.08,10,2504.54,71,0%,,,,
1001073,73640,4,3286.96,94,20%,,,,
1001074,76034.44,2,3286.63,63,20%,,,,
1001075,73118.19,9,3254.58,60,20%,,,,
1001076,69824.64,10,3428.32,68,20%,,,,
1001077,76959.53,10,3457.66,51,20%,,,,
1001078,75348.11,11,3669.02,57,20%,,,,
1001079,67793.03,7,3638.66,66,20%,,,,
1001080,83138.39,6,2981.43,63,20%,,,,
1001081,67599.93,13,2437.36,36,0%,,,,
1001082,72721.36,10,3178.73,51,20%,,,,
1001083,73633,7,3483.56,67,20%,,,,
1001084,72693.33,11,2929.06,45,20%,,,,
1001085,76283.14,11,3396.71,61,20%,,,,
1001086,81350.65,8,2860.62,58,20%,,,,
1001087,66720.7,10,2488.69,40,0%,,,,
1001088,76241.18,10,2896.67,63,20%,,,,
1001089,69193.96,6,2899.07,65,20%,,,,
1001090,72642.84,8,2873.59,83,20%,,,,
1001091,74530.64,6,3922.24,59,20%,,,,
1001092,77861.74,1,3715.4,66,20%,,,,
1001093,78408.93,7,3100.44,69,20%,,,,
1001094,73851.09,8,3452.68,32,20%,,,,
1001095,74665.05,8,2937.09,74,20%,,,,
1001096,72520.41,9,3908.29,49,20%,,,,
1001097,78659.68,8,3657.3,44,20%,,,,
1001098,80639.53,10,3343.35,70,20%,,,,
1001099,79643.52,3,2958.27,60,20%,,,,
1001100,82005.57,5,3849.38,76,20%,,,,
1001101,69757.46,4,3648.52,40,20%,,,,
1001102,75448.51,8,2969.72,69,20%,,,,
1001103,77361.18,11,2694.38,64,20%,,,,
1001104,75293.49,9,3629.9,60,20%,,,,
